@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
703,1,1,9142,510,727,0,622,1764,0,1,2,Pass
1950,1,1,8613,932,1204,0,1464,1786,0,2,2,Pass
1109,0,1,6602,89,9148,2,1601,1902,0,2,2,Pass
1356,0,0,9387,395,7713,0,1679,1109,0,1,0,Pass
791,0,1,7271,506,3249,2,103,896,1,2,2,Pass
26,0,0,2747,791,3574,2,1961,1318,1,0,1,Pass
1660,1,0,1716,209,2546,3,1711,533,1,1,2,Pass
1456,1,0,2094,207,124,0,713,1163,1,2,0,Pass
923,1,1,9519,17,5043,0,846,970,1,0,1,Pass
1447,0,1,313,417,2869,2,744,1057,1,1,0,Pass
254,1,1,5331,95,5874,0,644,1520,0,0,2,Pass
1481,0,0,8827,938,3003,3,862,1547,0,0,0,Pass
383,0,0,1714,329,2186,3,1517,1751,1,1,0,Pass
1843,1,1,9868,417,950,0,472,1898,0,1,2,Pass
1582,0,0,1962,129,701,1,1085,1444,0,1,0,Pass
276,0,1,7982,648,1301,2,705,339,0,0,1,Pass
58,0,0,3491,312,88,2,1938,572,0,0,2,Pass
1068,1,1,8206,619,3939,3,1853,1534,0,2,1,Pass
1092,0,0,4270,467,1778,0,212,648,1,0,2,Pass
510,1,1,6579,136,450,3,1192,1969,1,2,2,Pass
1296,0,0,7557,826,4652,0,694,223,0,0,0,Pass
367,0,1,9389,653,5938,3,1865,1913,0,2,2,Pass
1892,1,1,1936,164,6672,1,181,1264,1,1,1,Pass
1221,0,0,9253,670,41,1,115,1458,1,2,0,Pass
1399,1,1,9901,597,260,0,150,1302,0,2,1,Pass
345,0,0,4546,37,2123,1,113,1547,1,2,2,Pass
1700,0,0,4421,265,3735,3,1739,1602,0,1,0,Pass
22,0,1,8736,201,4498,3,1721,964,1,0,1,Pass
1749,0,0,3357,311,9089,2,1150,1189,1,1,1,Pass
1960,1,0,7305,641,5093,1,937,191,0,1,0,Pass
489,1,1,2689,560,5734,2,66,1220,1,1,0,Pass
191,0,0,4655,598,2996,0,1995,1523,1,2,0,Pass
480,0,1,8121,110,6483,1,1992,259,0,2,2,Pass
266,1,1,5982,108,3337,3,1362,149,0,1,2,Pass
1002,0,0,5238,101,5757,0,1430,1563,0,2,2,Pass
1949,0,1,8957,482,8407,1,285,1534,0,2,1,Pass
251,0,1,6148,942,1304,0,880,485,0,0,2,Pass
156,1,0,957,230,365,0,226,585,0,2,1,Pass
26,1,1,9017,984,7804,1,1697,908,1,0,0,Pass
958,1,1,5543,51,9090,1,99,1042,1,2,0,Pass
1182,0,1,7555,141,1472,0,17,1344,0,1,1,Pass
939,0,0,1153,12,6009,2,1067,1976,0,1,2,Pass
1729,1,1,732,324,6977,2,416,1630,1,0,2,Pass
127,1,1,712,726,8781,1,1328,380,0,0,2,Pass
1918,0,0,488,377,7306,3,1880,1194,0,1,0,Pass
933,0,0,3509,499,9316,1,1954,465,0,0,1,Pass
883,0,0,5300,767,7165,2,1198,214,1,0,0,Pass
157,0,1,1946,458,9535,1,1848,1819,0,0,0,Pass
847,1,1,7111,768,9175,1,1216,952,0,1,0,Pass
1800,1,1,245,976,950,1,1848,1504,1,2,2,Pass
1205,1,1,7955,624,5647,3,886,1864,1,1,1,Pass
504,0,1,7114,266,5487,3,799,1643,1,0,0,Pass
376,1,0,6420,478,4837,3,292,1248,0,2,0,Pass
1857,1,0,9628,969,7303,3,963,1700,0,1,0,Pass
958,1,0,4942,731,6229,3,197,667,1,2,1,Pass
490,0,0,4372,630,1510,1,631,201,0,0,0,Pass
431,0,1,4450,417,6564,3,1935,72,0,0,0,Pass
1453,1,0,9574,772,4974,2,406,410,0,2,1,Pass
1907,1,0,1000,206,4625,2,820,1909,0,1,1,Pass
1827,1,0,3842,706,7291,3,1445,1653,0,1,0,Pass
536,1,1,6436,704,5380,3,1950,1668,0,2,1,Pass
522,0,1,7967,695,7074,1,1699,174,0,1,0,Pass
426,1,0,9700,7,4465,2,1985,522,0,2,0,Pass
1744,0,1,5072,932,1925,3,651,1578,0,0,2,Pass
1993,1,1,6014,398,9604,3,699,459,1,2,2,Pass
982,1,1,34,821,1836,3,1071,320,1,2,0,Pass
791,0,0,1957,578,53,2,1286,1248,1,1,2,Pass
174,1,0,4106,529,7467,2,829,1671,1,2,2,Pass
360,0,1,4068,10,516,3,1603,1874,0,0,1,Pass
1454,1,0,4714,694,7489,3,1597,1436,1,1,2,Pass
113,0,1,592,390,6076,3,606,1500,0,2,1,Pass
251,1,0,3163,159,1318,2,176,201,0,1,2,Pass
1370,1,1,4265,194,2515,3,864,270,0,1,2,Pass
911,1,0,6771,615,6923,0,417,1727,1,0,1,Pass
1212,1,0,3624,593,6103,1,583,453,1,2,2,Pass
196,1,0,8591,28,412,3,1173,926,0,1,2,Pass
1252,0,0,7824,450,4048,2,366,1061,1,2,0,Pass
200,1,1,3000,901,6832,0,973,1592,0,2,1,Pass
1919,1,1,2352,862,6243,0,602,800,0,1,0,Pass
1463,0,1,7441,604,2310,0,402,626,1,2,2,Pass
1469,0,0,4622,72,268,2,457,1660,0,2,1,Pass
804,0,1,1925,565,216,3,966,532,1,1,1,Pass
911,0,0,9420,701,4801,1,819,1841,0,0,1,Pass
1729,1,1,9212,278,8363,1,489,1172,1,2,0,Pass
1353,1,1,9461,859,5765,1,28,1337,1,1,2,Pass
451,0,1,806,814,6315,1,1104,575,0,1,1,Pass
385,1,0,6879,466,1777,1,1791,1343,0,0,1,Pass
1792,1,1,5757,703,1841,2,813,353,0,1,0,Pass
271,1,1,5145,998,8027,0,1027,546,0,0,1,Pass
1218,0,1,357,172,1104,0,1484,505,1,2,2,Pass
1883,0,1,1149,643,7218,0,1816,1344,1,0,1,Pass
417,0,1,7838,252,3698,1,1779,1079,1,0,0,Pass
1075,0,1,3133,8,1102,3,1689,1291,1,0,1,Pass
493,0,1,9999,365,2638,3,912,1470,1,0,1,Pass
1587,0,0,6457,118,8451,3,1770,472,1,1,2,Pass
498,1,0,5740,643,8900,1,1821,82,0,0,0,Pass
1227,0,0,1462,263,1933,3,857,1627,0,2,2,Pass
771,1,1,319,615,2413,1,1070,331,0,0,0,Pass
317,1,0,455,872,7139,3,1792,141,1,2,0,Pass
641,0,1,8017,273,1230,0,592,1073,1,0,2,Pass
1437,1,0,8886,439,4071,3,96,1079,0,0,0,Pass
433,0,1,353,791,740,3,1499,687,0,0,1,Pass
1184,1,1,5978,718,7203,2,1222,1589,1,0,1,Pass
1561,1,0,5721,260,9689,0,1903,1,1,1,2,Pass
238,1,1,2417,15,6957,1,136,740,0,1,2,Pass
1796,1,1,2527,315,1836,1,905,567,0,2,1,Pass
64,1,1,3654,942,6114,3,1608,581,0,1,1,Pass
459,1,1,5184,202,667,3,877,496,0,2,1,Pass
1587,1,0,3243,515,9869,1,894,1352,1,0,0,Pass
762,0,1,5638,952,7499,3,1980,1968,0,0,2,Pass
740,0,1,9518,190,8096,3,464,1186,1,1,1,Pass
530,1,1,7825,415,2748,3,1886,858,1,1,0,Pass
915,1,1,5687,321,5159,0,716,1896,0,2,0,Pass
993,1,0,4176,747,8793,1,375,1175,1,0,1,Pass
289,1,0,6486,458,6267,0,1803,1139,0,0,1,Pass
508,0,1,3528,722,6357,2,1189,1199,0,0,1,Pass
290,0,1,6968,344,3451,0,1327,299,0,2,0,Pass
1942,1,1,2682,827,8190,2,462,43,1,2,1,Pass
253,0,0,7810,234,5715,3,452,1884,1,1,0,Pass
1239,1,0,9632,728,6107,2,1622,1658,1,0,0,Pass
1719,1,0,2227,371,8184,3,305,468,1,1,2,Pass
550,1,0,5007,916,4224,3,854,1689,1,2,0,Pass
540,0,0,9540,465,1081,0,6,1556,0,2,0,Pass
1728,1,1,517,6,7208,2,1076,1225,0,2,1,Pass
1430,1,1,8169,681,8606,2,1278,171,1,0,1,Pass
480,1,0,5466,108,7672,1,336,1438,1,0,1,Pass
948,1,1,8992,302,1514,1,1613,1199,0,1,0,Pass
693,0,1,9634,666,7217,1,1459,1195,1,0,2,Pass
1141,0,1,7040,96,6636,2,1602,356,1,0,2,Pass
1200,1,0,1016,505,8525,0,1984,1239,1,0,1,Pass
940,1,0,5483,797,6536,1,549,547,1,1,1,Pass
1171,0,1,9842,481,239,2,1830,1644,0,2,0,Pass
538,1,0,9739,460,3121,1,584,629,1,2,0,Pass
516,1,0,2050,856,7990,1,395,1267,0,0,1,Pass
1943,1,1,9446,582,5713,3,904,326,0,0,0,Pass
392,0,0,9506,233,8314,1,1393,810,1,1,1,Pass
58,0,0,3372,508,1805,1,332,3,1,1,1,Pass
217,0,1,4806,279,3356,3,1139,1215,0,2,1,Pass
29,1,1,4263,348,2917,2,339,29,1,2,0,Pass
1105,0,1,3788,920,7016,2,1991,1219,0,2,0,Pass
1691,1,0,5784,780,6208,3,681,628,0,0,2,Pass
1070,1,1,9246,195,564,2,524,1064,1,0,0,Pass
818,1,0,9791,854,1667,1,929,541,0,1,2,Pass
1468,0,1,6653,10,7521,0,540,1683,0,0,2,Pass
1186,0,1,4979,291,6169,2,698,46,0,2,1,Pass
1711,1,1,6294,738,648,3,1978,1547,1,2,1,Pass
1260,1,1,9044,768,3451,2,589,1933,0,0,1,Pass
199,1,1,495,334,1949,2,163,1065,0,2,1,Pass
484,1,1,6990,581,3784,3,524,309,0,0,2,Pass
1034,0,0,249,704,9390,3,1328,839,1,1,0,Pass
400,1,0,2599,818,5212,3,1283,785,0,1,2,Pass
1342,0,0,7902,793,9844,3,417,1698,0,2,0,Pass
536,1,0,6415,753,5292,3,905,1344,0,1,1,Pass
204,0,0,51,261,895,2,1937,1401,1,0,1,Pass
1973,1,0,3886,87,5382,2,911,240,1,1,1,Pass
1887,0,0,5110,248,4300,1,119,76,1,2,0,Pass
562,0,1,1320,243,9780,2,1086,243,0,1,0,Pass
419,0,1,9888,276,8960,3,258,286,0,0,1,Pass
1230,1,0,9995,478,1881,2,779,398,1,2,0,Pass
1816,0,0,899,289,2013,3,890,740,0,2,1,Pass
792,1,1,4109,146,257,2,1637,1221,0,2,1,Pass
1565,1,1,1115,44,6059,3,5,1716,0,2,2,Pass
659,0,1,4865,636,3283,2,212,1473,0,2,2,Pass
1638,0,0,9486,370,8527,2,1438,1639,1,0,2,Pass
336,0,0,2706,50,5185,0,826,1627,1,2,2,Pass
1927,1,0,8366,962,8470,2,45,1512,1,1,2,Pass
1063,0,0,8373,758,5573,2,725,1039,1,2,2,Pass
231,0,0,6645,63,1001,3,1461,483,1,2,2,Pass
1743,0,1,2746,994,3396,1,361,1626,1,1,2,Pass
175,0,0,4855,636,697,2,1776,1447,0,0,2,Pass
1890,0,1,2938,370,6686,2,1257,1597,0,2,0,Pass
1289,0,1,6707,935,5507,1,564,1110,1,2,0,Pass
907,1,0,9672,286,410,1,558,777,1,2,2,Pass
545,0,1,9793,159,5340,3,1280,912,1,0,0,Pass
1112,1,0,3827,470,4972,1,844,1633,0,1,1,Pass
1000,0,0,6915,478,2612,3,1341,988,1,0,0,Pass
409,1,0,1489,29,8194,2,1538,1035,1,0,0,Pass
380,0,1,6134,672,2294,2,1968,1200,1,1,2,Pass
1183,1,1,2003,559,6305,2,729,319,0,1,0,Pass
626,1,1,9568,971,3988,1,565,116,0,0,1,Pass
1823,0,0,999,491,4571,1,115,328,0,1,2,Pass
1469,1,1,2978,614,5150,2,1876,1284,0,0,1,Pass
733,0,1,1168,162,7899,3,493,159,0,1,0,Pass
1717,0,1,5639,59,5626,1,622,1900,1,2,2,Pass
449,1,1,9166,543,5190,0,1356,1907,1,2,2,Pass
658,1,0,626,398,1692,3,1743,666,0,1,0,Pass
934,1,1,602,510,6346,0,1314,612,1,1,1,Pass
159,1,1,2130,307,9262,1,493,559,0,1,1,Pass
390,0,0,7673,869,1617,0,1720,1332,0,2,2,Pass
1224,0,0,9728,532,5223,2,1270,1663,1,1,2,Pass
1793,0,0,7,727,7870,2,1924,1398,0,0,0,Pass
1436,1,1,3278,625,6967,3,1892,1261,1,0,1,Pass
452,0,0,3885,996,7469,2,1667,1663,0,1,0,Pass
1596,0,0,6504,143,1800,1,443,1105,1,1,1,Pass
178,0,1,8810,962,4581,3,926,1880,0,0,0,Pass
1962,1,1,2389,427,1133,2,504,258,1,1,1,Pass
479,0,0,1068,632,7960,3,311,1818,1,1,0,Pass
988,1,1,677,92,2053,3,931,1405,1,2,0,Pass
1840,0,1,8902,831,4943,2,252,817,1,0,0,Pass
327,0,0,3411,957,4183,0,940,1661,1,2,2,Pass
557,0,0,6074,688,9442,3,802,1562,1,2,1,Pass
1749,0,0,8163,185,7206,3,239,688,0,1,1,Pass
240,0,1,6879,97,2973,0,553,934,0,0,2,Pass
416,0,0,9092,198,6397,3,339,1129,0,2,2,Pass
1572,1,0,7275,553,3306,2,1869,134,0,1,1,Pass
1830,1,1,4286,67,1426,2,1941,810,1,0,1,Pass
1191,1,0,4793,55,2557,2,1954,893,1,1,0,Pass
452,1,1,4067,587,5302,1,608,1862,1,1,1,Pass
1017,0,1,545,447,4401,1,645,865,1,1,0,Pass
1803,1,0,2192,24,8546,3,1192,69,1,1,2,Pass
1739,1,0,3670,462,670,3,64,1547,0,1,2,Pass
190,1,0,4956,153,9674,2,1096,1824,0,1,2,Pass
1553,0,0,9554,858,7589,3,1190,1459,0,1,2,Pass
738,1,1,1494,21,1452,3,74,465,0,0,0,Pass
689,1,1,4154,315,6625,2,529,501,1,0,2,Pass
1917,0,0,5866,470,592,2,334,469,0,0,2,Pass
1331,0,0,5631,566,8887,0,1066,1488,0,0,1,Pass
8,1,1,7147,575,7784,1,1472,1867,0,0,2,Pass
544,1,0,4121,853,3893,2,863,882,0,1,2,Pass
1535,0,0,505,511,2527,0,1429,787,1,0,2,Pass
211,0,1,6941,984,1093,2,1869,861,1,1,0,Pass
908,1,1,6234,381,6525,0,1117,544,1,2,2,Pass
1163,1,1,8503,232,7113,2,1046,982,0,1,0,Pass
1200,0,0,1251,378,4400,1,1185,1447,0,0,0,Pass
24,0,0,1343,567,415,2,235,641,1,0,1,Pass
282,0,0,160,83,2707,0,1397,846,1,0,0,Pass
1082,0,1,6518,58,7245,0,1218,1559,1,0,1,Pass
350,0,0,4310,773,1626,3,677,478,0,0,1,Pass
1062,1,1,3672,911,3253,0,1039,1,0,0,2,Pass
1648,0,0,1606,503,8658,1,394,1522,0,2,2,Pass
961,0,1,6202,136,9168,0,333,1755,1,2,1,Pass
1447,0,1,3243,820,9844,1,341,359,0,1,0,Pass
291,0,1,2716,703,4725,1,1028,1971,0,1,2,Pass
1580,0,1,1002,519,3281,1,273,250,1,2,2,Pass
1654,1,0,3256,977,1107,2,1972,1063,0,1,0,Pass
1449,0,1,80,870,6261,2,420,1069,1,2,2,Pass
837,1,1,5711,468,3025,1,199,1547,0,1,0,Pass
1723,1,1,5558,664,8935,1,1246,147,0,1,0,Pass
350,0,0,6737,81,7539,2,1330,1889,0,0,0,Pass
1648,1,0,8926,848,5334,0,1318,1648,1,0,0,Pass
401,0,0,4068,858,3686,3,1779,1616,1,2,0,Pass
1338,1,0,3798,480,4508,0,1058,363,0,0,1,Pass
639,1,0,5995,294,322,1,450,1966,1,1,1,Pass
1290,1,1,9458,55,7614,1,31,1548,0,1,2,Pass
461,0,1,3503,217,630,0,210,534,1,2,0,Pass
1607,1,1,3173,44,4440,1,291,479,1,0,1,Pass
367,1,1,8583,21,2445,0,1920,1108,0,2,1,Pass
1078,1,1,3400,465,6660,3,929,1232,0,2,1,Pass
557,1,0,323,661,14,3,1458,1476,0,1,0,Pass
1615,0,1,3615,217,1154,3,179,1805,0,0,0,Pass
706,0,0,9851,301,9094,1,1096,199,1,2,0,Pass
623,1,1,3305,363,1839,2,1584,1704,0,0,2,Pass
521,0,0,6419,795,4383,0,1676,31,1,1,2,Pass
1,0,0,224,174,6257,1,1063,178,1,0,0,Pass
1103,0,1,1432,818,8731,0,164,1695,1,2,0,Pass
1668,0,1,228,851,1976,1,800,1537,1,0,0,Pass
404,1,0,9939,2,760,1,1805,1164,0,1,1,Pass
473,1,1,6930,391,4381,0,1056,1180,0,1,1,Pass
843,1,0,5492,978,700,2,1025,1199,0,2,2,Pass
1187,1,1,4225,631,1381,2,1125,107,1,1,1,Pass
1637,0,0,8839,463,4440,2,1249,1857,0,1,1,Pass
1141,0,0,7922,898,6590,3,420,1624,1,1,0,Pass
683,0,1,7425,650,1880,3,1641,190,0,2,2,Pass
360,0,0,6942,19,1279,0,113,913,1,2,2,Pass
1922,0,0,6929,990,3152,0,594,1636,0,1,2,Pass
1219,1,0,7915,733,4842,1,310,276,0,0,0,Pass
53,0,0,4866,225,2591,1,1242,1745,1,0,2,Pass
82,1,0,4870,550,7276,3,584,1442,1,2,2,Pass
31,1,1,8871,879,7982,3,268,793,1,2,1,Pass
720,0,0,3400,629,1418,2,1576,1117,0,0,1,Pass
270,1,0,7548,251,7312,1,861,94,0,0,1,Pass
1501,0,1,9748,341,1493,0,63,779,0,2,1,Pass
34,0,0,7178,974,962,0,891,1623,0,0,0,Pass
201,0,1,485,840,4038,1,959,1265,0,0,1,Pass
44,0,1,1186,406,9020,3,1006,1914,1,2,2,Pass
1383,1,1,8307,405,1568,1,407,665,1,2,0,Pass
464,1,0,8703,449,5900,0,1209,658,0,0,0,Pass
1068,1,0,1518,579,5107,0,1662,781,1,2,0,Pass
581,0,0,8119,663,5728,3,297,1547,1,1,0,Pass
159,1,0,9632,564,1702,1,134,1979,0,2,2,Pass
1072,1,1,73,572,3227,0,1700,801,0,1,1,Pass
343,1,1,7933,636,8475,0,1385,1231,1,2,1,Pass
285,1,1,3487,693,9870,2,1978,1894,0,0,1,Pass
944,0,1,9701,903,9773,3,1885,1916,0,2,1,Pass
375,0,1,299,351,8095,0,1990,1529,0,2,2,Pass
1671,1,1,7807,583,5956,0,1203,1733,0,0,0,Pass
75,0,1,3245,948,2547,3,908,1072,0,0,2,Pass
1017,1,1,2270,477,4686,1,1394,508,0,2,0,Pass
361,1,0,3754,670,791,2,250,1296,0,0,1,Pass
1929,0,0,1967,444,3046,2,319,1387,0,1,1,Pass
1236,0,0,4500,962,1729,2,1642,448,1,0,1,Pass
1032,0,1,3703,393,7103,0,1495,1320,1,1,1,Pass
797,1,0,6376,734,5810,0,1021,1306,0,0,1,Pass
1515,1,1,6264,734,56,2,1185,191,0,0,2,Pass
1485,0,0,6426,932,7046,3,400,762,0,1,0,Pass
777,1,1,4748,747,4136,1,1007,572,1,0,0,Pass
1433,1,0,9,878,2497,3,121,973,1,2,2,Pass
315,1,0,1094,548,4370,3,77,1039,1,2,0,Pass
1116,1,0,9455,953,7746,2,1561,1188,1,0,0,Pass
43,0,1,7622,231,4738,0,943,1831,0,2,0,Pass
129,1,1,4017,835,8930,2,1307,400,1,0,1,Pass
1366,0,0,5701,291,4332,2,278,1544,1,2,0,Pass
1542,1,0,5562,557,1940,0,34,244,1,2,0,Pass
1306,0,0,9715,131,2770,3,714,1718,1,1,2,Pass
587,0,0,5618,850,8261,2,1613,134,1,0,2,Pass
57,1,1,1247,657,4429,2,63,360,0,1,0,Pass
1681,1,0,3724,222,5260,3,1493,1071,1,0,0,Pass
517,0,1,4894,364,3505,3,1107,1270,1,1,1,Pass
557,0,1,5329,73,5722,2,219,1847,0,2,0,Pass
930,0,0,3649,419,4108,3,1644,1372,1,1,0,Pass
1283,0,0,8729,802,8201,0,1997,667,0,1,0,Pass
1240,0,0,7314,264,7879,3,877,710,1,2,0,Pass
268,1,1,642,597,7200,0,1953,1879,1,2,0,Pass
799,1,0,8454,855,4978,0,1441,1794,1,1,1,Pass
1760,1,0,3973,765,332,1,1991,1180,1,2,0,Pass
1874,1,0,8923,885,6666,3,1901,50,1,0,2,Pass
509,1,0,5334,667,3078,1,442,1596,0,0,1,Pass
781,0,1,5993,961,7285,3,721,775,0,0,2,Pass
1903,1,0,2547,911,3026,2,1198,650,0,1,2,Pass
1871,1,1,6291,527,5074,1,1206,664,1,2,0,Pass
1191,1,0,323,642,2765,3,690,1627,1,0,1,Pass
41,0,1,918,401,6716,1,1152,1321,1,0,2,Pass
869,1,1,9239,323,2877,0,1342,1032,0,1,2,Pass
510,0,0,744,93,7399,0,1227,549,0,1,0,Pass
1070,0,0,7836,231,7315,2,596,331,0,1,1,Pass
1281,1,1,4281,450,6689,0,1072,1478,0,2,2,Pass
599,0,1,8613,71,8314,1,1873,126,0,1,0,Pass
651,0,0,2883,139,4881,3,336,1384,0,2,2,Pass
1288,1,1,4067,367,6456,3,1036,1263,0,0,1,Pass
259,1,0,6924,779,7609,2,1558,474,1,2,0,Pass
1403,0,0,9967,522,9515,3,1092,1279,0,1,2,Pass
389,1,1,834,472,6342,3,1848,1373,1,2,2,Pass
171,1,0,8397,935,2764,2,1604,655,0,1,0,Pass
1788,0,0,6876,746,7021,3,965,531,0,0,2,Pass
87,0,0,1578,464,9854,0,1777,1218,1,2,2,Pass
632,1,1,1726,977,6702,3,679,962,1,2,1,Pass
1053,1,1,1549,14,5838,3,986,190,1,0,0,Pass
1961,0,1,260,835,9475,2,145,1391,0,2,0,Pass
1615,1,1,9672,239,4323,1,1798,1932,1,1,1,Pass
1571,0,1,1908,235,1937,0,1456,1012,1,1,1,Pass
1457,0,0,5430,841,7278,2,55,980,0,2,0,Pass
57,1,0,4143,612,1988,0,1437,1739,0,0,0,Pass
1034,0,1,5293,821,5945,2,140,771,1,1,1,Pass
706,1,1,1695,621,3750,3,1655,1874,1,1,2,Pass
639,0,0,2381,821,9370,3,745,549,0,0,1,Pass
1335,1,1,7817,618,3736,0,732,630,0,0,1,Pass
1052,0,0,6462,95,8240,3,1615,1580,0,1,0,Pass
532,0,0,5867,130,837,2,448,984,1,1,1,Pass
460,1,0,2036,728,6468,0,1529,199,1,0,1,Pass
19,0,1,5710,516,1444,0,1554,1627,1,1,2,Pass
1004,1,1,3309,170,5784,3,1787,1084,1,0,1,Pass
1301,0,1,6483,234,4405,2,1021,932,1,1,1,Pass
189,0,0,6431,47,953,3,1924,1344,0,1,1,Pass
650,0,0,8360,158,5426,0,1443,1769,0,2,1,Pass
191,1,0,5293,684,8143,0,1324,1530,1,1,0,Pass
1844,1,0,8211,760,3950,3,1458,835,1,2,0,Pass
855,1,1,4882,160,266,3,325,1988,1,2,2,Pass
712,1,0,4468,127,3176,0,578,941,0,2,1,Pass
314,0,1,5667,571,3765,3,205,1722,1,2,2,Pass
765,1,1,9286,396,8311,1,931,1140,0,2,1,Pass
737,0,1,8639,16,3990,2,104,954,1,0,0,Pass
1132,0,0,4413,995,4606,1,306,1125,0,1,0,Pass
1475,1,1,5617,75,2811,3,1385,1538,1,1,1,Pass
1391,0,1,5527,818,648,0,260,1459,1,2,1,Pass
31,0,0,7612,108,109,3,1880,1782,0,0,2,Pass
1587,0,0,4414,328,1179,2,488,1999,0,2,2,Pass
864,0,0,9116,500,8959,3,892,1288,1,0,0,Pass
1910,0,0,5875,456,8776,3,1271,1518,1,2,0,Pass
1399,0,0,7322,227,6110,0,1,1279,0,0,2,Pass
1898,0,1,1667,804,7800,0,1029,39,0,0,0,Pass
309,0,1,6935,857,1264,2,1777,466,1,0,2,Pass
609,1,1,7876,587,6735,2,784,386,0,1,1,Pass
383,1,0,4942,330,5608,1,1454,922,0,1,1,Pass
1663,1,1,3463,637,3051,0,831,1099,1,0,2,Pass
361,0,1,3621,521,9551,2,708,1683,1,1,1,Pass
1596,0,0,711,610,9908,2,1492,958,0,1,0,Pass
1612,1,0,9547,422,7995,0,811,1676,1,2,0,Pass
176,1,0,5975,214,4124,1,1689,249,1,1,0,Pass
289,1,1,7977,392,4347,0,1873,1331,0,0,0,Pass
22,0,0,470,8,6111,3,900,1390,0,1,1,Pass
627,0,1,2100,77,3736,0,210,747,0,2,2,Pass
602,0,0,5645,23,3858,2,1350,1599,1,0,0,Pass
690,0,1,5928,493,5171,1,1395,567,0,2,1,Pass
364,0,1,6157,797,9239,3,422,1104,0,2,1,Pass
1419,0,1,1885,956,6396,2,1921,396,1,2,2,Pass
763,1,1,8932,821,5094,0,777,1977,1,1,2,Pass
962,1,0,5685,222,5031,3,1797,1780,1,1,2,Pass
1914,0,0,6728,901,4435,2,796,1954,0,2,2,Pass
1433,0,1,6842,673,5736,1,1345,934,1,0,0,Pass
1263,0,0,5305,604,1021,2,1382,997,1,2,2,Pass
1558,0,1,4851,295,1607,2,499,1599,1,2,2,Pass
272,0,1,7442,549,3196,3,1161,1376,1,0,1,Pass
1985,1,1,4590,945,6778,0,1520,1837,1,0,0,Pass
533,1,1,9032,43,8177,1,401,737,1,0,1,Pass
1956,0,0,390,485,6561,0,872,1646,0,1,2,Pass
426,0,0,6039,860,6361,2,1298,569,1,2,0,Pass
474,0,0,9517,370,8180,0,535,1302,0,2,0,Pass
186,0,0,7306,624,3785,3,1532,1035,1,2,0,Pass
1346,1,0,6433,256,6918,3,832,759,1,1,1,Pass
85,1,1,3298,431,4417,0,1257,1259,0,2,0,Pass
1098,1,0,5738,961,3812,2,35,808,0,2,2,Pass
1483,0,1,5180,239,379,3,1069,31,0,0,1,Pass
692,0,1,920,379,2020,3,1335,400,0,1,1,Pass
1008,1,1,5599,316,5707,0,547,33,0,2,0,Pass
165,1,0,2056,476,7417,2,1967,696,0,1,2,Pass
1559,1,1,2746,766,8288,3,1525,747,0,1,0,Pass
289,1,0,702,5,4412,1,1448,1517,1,2,2,Pass
439,0,1,713,895,1088,3,547,1435,1,1,2,Pass
193,0,0,555,144,3251,0,935,731,1,0,2,Pass
826,1,0,383,243,1102,0,1161,1246,1,0,2,Pass
1166,1,0,4023,690,8093,2,302,868,0,0,2,Pass
1785,0,1,4251,143,2039,2,1212,1381,1,1,2,Pass
1987,1,0,5015,355,1682,1,582,151,0,1,0,Pass
1810,1,1,8790,299,8991,1,780,1587,0,0,1,Pass
640,0,0,1142,66,1734,1,789,1242,0,2,1,Pass
1395,1,0,7122,968,5302,3,1570,429,0,0,0,Pass
1778,0,1,7070,330,2597,3,600,1458,1,2,2,Pass
668,0,1,1179,523,7752,2,1633,953,0,1,2,Pass
1613,1,1,7360,664,247,1,760,950,0,1,1,Pass
385,1,0,7704,609,9111,3,1112,177,1,1,1,Pass
1027,0,0,5430,755,2956,1,472,784,0,0,0,Pass
391,0,0,6986,954,7586,3,1196,1854,1,0,0,Pass
1146,1,0,3862,115,4927,3,307,1772,1,2,0,Pass
1043,0,0,3882,175,6144,3,833,1501,0,1,1,Pass
970,1,1,8832,19,9509,0,385,56,0,0,1,Pass
287,1,1,1149,116,483,3,113,1902,0,2,0,Pass
1949,1,1,4109,944,5758,0,1650,451,1,1,0,Pass
677,0,0,1154,415,2552,2,1666,1921,1,0,1,Pass
286,1,1,6241,952,2018,2,1728,1151,0,1,1,Pass
1074,1,1,8129,992,3668,3,292,1080,0,1,0,Pass
1228,1,1,6776,868,4019,0,256,511,0,1,0,Pass
1444,0,0,9196,415,152,3,1582,808,1,2,0,Pass
1541,0,1,9356,47,6288,3,1983,1578,0,1,0,Pass
93,0,1,7344,522,4413,1,1638,1512,0,0,1,Pass
1035,0,0,1148,253,1807,3,616,1414,0,0,0,Pass
1807,0,1,4228,765,2118,0,472,1920,0,1,0,Pass
1667,0,1,8420,574,1360,2,283,1791,0,2,2,Pass
735,0,1,6696,832,9251,2,893,540,0,0,0,Pass
289,0,0,4026,329,5471,1,294,734,1,1,1,Pass
307,1,1,309,893,4507,1,484,1704,0,0,2,Pass
910,1,0,6350,58,4817,2,1678,1043,0,0,1,Pass
900,0,1,2546,976,9088,0,555,1715,1,1,0,Pass
